run_accession	experiment_accession	sample_accession	study_accession	secondary_study_accession	submission_accession	tax_id	scientific_name	library_strategy	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_md5	fastq_bytes	submitted_md5	submitted_bytes	submitted_format	center_name	broker_name	first_public	last_updated
ERR268052	ERX242548	SAMEA1688758	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	381930	18332640	ff73f70d35b4667d97d57d68ebefd5af;b87021ee7876c0714f61c0ff22c3965b	10404235;9700173	fdbfcaca9d6ef081b325ab6c1dae8db6	25014560	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
SRR822811	SRX262491	SAMN01999408	PRJNA196490	SRP020629	SRA072536	447135	Myodes glareolus	OTHER	GENOMIC	Reduced Representation	ILLUMINA	Illumina HiSeq 2000	2507410	160474240	903abb3ef750b131f0640a1387e8eba2	133334536				University of Bern		2013-05-27	2019-10-23
ERR271504	ERX245731	SAMEA1886604	PRJEB1343	ERP002163	ERA211705	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1793333	358666600	a0cc2199859a10060cf2e705f36e1d7d;21401d8b60d121d0c9bb35e3453199f9	165442845;175278202	42fd63a1ee30baacd0953a61a45cf2de	317941443	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268288	ERX242649	SAMEA1906671	PRJEB1891	ERP002565	ERA211549	3329	Picea abies	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	17099004	3453998808	2e76175071341733e3285d983c595f62;babb122dabb2181d85d75b6142c00f29	1464705855;1496351507	995a4e2bdc88f4049cb00f09d943d6a5;29c06e4030472127fcd84b9d3eb8c935	1414597963;1447659727	FASTQ;FASTQ	Umea Plant Science Centre;UPSC		2013-05-21	2018-11-16
SRR850090	SRX277208	SAMN02047260	PRJNA67219	SRP020570	SRA073601	30069	Anopheles stephensi	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	46369735	9366686470	c37c827b48db2c7bd17df570469525dd;2ccb808715628ca84d203d944926fab4	3762396588;3512163936				BI		2013-05-25	2020-05-26
ERR271510	ERX245737	SAMEA1886618	PRJEB1343	ERP002163	ERA211705	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1899924	379984800	c5c9e5b97ddc010a120f66af2f4588b2;df7b511639ea949306bed2f27d61f190	175176083;185580168	a27cb6312073a8a61d7843f007e5fde5	337752241	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268059	ERX242555	SAMEA1688798	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	320686	15392928	f6528a422129be27b74211717afef06f;f577cabf8cade210384278feaf424dd5	8616082;7433883	cb740e88160977c052b2c7541a947067	20029215	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
ERR271511	ERX245738	SAMEA1886637	PRJEB1343	ERP002163	ERA211705	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1691349	338269800	d743b838226cc1d415d2f2348247cba9;998c073ebebeacda962c36d42d8108db	155858074;164858092	9a9ad0969f168beb9ed3d8e2bcf2f14d	300310893	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR271514	ERX245741	SAMEA1886608	PRJEB1343	ERP002163	ERA211705	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2596254	519250800	dfde22ad822d12b239b6fa1fa1ffc17b;a7cc322b871fe411da72659a8b0dcb13	240051412;256588292	2896c46286405abc9a388d5cba7922b5	470909144	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
SRR822817	SRX262497	SAMN01999414	PRJNA196490	SRP020629	SRA072536	447135	Myodes glareolus	OTHER	GENOMIC	Reduced Representation	ILLUMINA	Illumina HiSeq 2000	1678311	107411904	08a1c46b55bbf65108c3c6fcf7a1f2a7	89798303				University of Bern		2013-05-27	2019-11-28
ERR271524	ERX245751	SAMEA1886676	PRJEB1485	ERP002258	ERA211706	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	22088263	4417652600	6bf952274950cd9258d5ab35a22f37da;fcab2bc9788bd5e81f861564b98324f4	1970187530;2046768974	4974e9ad6fb00251ec95941f08c71f39	3826188727	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268299	ERX242649	SAMEA1906671	PRJEB1891	ERP002565	ERA211549	3329	Picea abies	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	20548747	4150846894	a88c12656cb976f9a3922e47414b4d98;9f67ce7a5808f5c70d021276b38be3e8	1687403885;1607284285	17c070aee77755c1ad7dd6079e8a5948;93d05e3672ad3c3865ad6d2346559fc4	1625222454;1546497316	FASTQ;FASTQ	Umea Plant Science Centre;UPSC		2013-05-21	2018-11-16
ERR268063	ERX242559	SAMEA1688728	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	4	192	166068db755f00e85e6fd0ae65a80bba;ce01a75f8cc4c50673615f62df1368a3	245;216	05e84a0ac90f29b7fde952d518a3c5ae	11750	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
SRR850117	SRX277283	SAMN02142115	PRJNA176266	SRP018046	SRA059134	6239	Caenorhabditis elegans	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2248103	224810300	69ce4f866e8d2821e843d5d74f31801c	198474939				UWGS-RW		2013-05-25	2020-05-27
ERR271530	ERX245757	SAMEA1886683	PRJEB1485	ERP002258	ERA211706	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	17150393	3430078600	267ddd7ab41d64ecc272a8f908ef9ee4;dbe3290741fa2b9064118eb67a8b88f2	1493528581;1555572122	49a9f24bb06955168855053c827900f3	2942027094	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR271533	ERX245760	SAMEA1886676	PRJEB1485	ERP002258	ERA211706	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	22111163	4422232600	aead2cfa2935a272e2351b61f097f54e;eb483deb257c3f30507064b03689dcfa	2019799117;2069140180	58918c94feeb2be957c4c818ef1db4c9	3869728577	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268067	ERX242563	SAMEA1688786	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	702348	33712704	5b13b71fe815d3effa55e4eb168ec3ac;fafdd73e9cb01c2c56991718c04dfff7	18048557;17090882	e1b3aca6300266caef53237f85c5896d	53993961	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
SRR822818	SRX262498	SAMN01999415	PRJNA196490	SRP020629	SRA072536	447135	Myodes glareolus	OTHER	GENOMIC	Reduced Representation	ILLUMINA	Illumina HiSeq 2000	1978989	126655296	a10c9b7d761eb5af0638a462d32cf482	107196635				University of Bern		2013-05-27	2019-11-28
ERR271542	ERX245769	SAMEA1886801	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	9548231	1909646200	497e0c270f7eae7af913fc722bffae52;976e4d81d85c1e98e448e29301a18e47	833569522;854885283	8bb289109aacf73d22412319b8de06b1	1680374679	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268312	ERX242649	SAMEA1906671	PRJEB1891	ERP002565	ERA211549	3329	Picea abies	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	15825930	3196837860	80a19c95fc329c3035206eeac075d52c;bae2b6590a294d4bcd7784b191fb448e	1291477823;1279238098	411161442d7021f508452cbd84c86a93;377ffe2ee6b1abfb4bc567b69d9ec1f0	1243780476;1231779990	FASTQ;FASTQ	Umea Plant Science Centre;UPSC		2013-05-21	2018-11-16
ERR271544	ERX245771	SAMEA1886797	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	7128494	1425698800	9bb2d9cb28f0fe3e107ce7921b360e26;9d64360b3ed0f917510b174612f4ec29	624023611;640094310	a80a912f8247a6799d80a1eb728278e2	1275128963	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
SRR850122	SRX277284	SAMN02142116	PRJNA176266	SRP018046	SRA059134	6239	Caenorhabditis elegans	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2848773	569754600	f469b7008f23613f330ebacccf880176;f49dd415cb775b2f4d3f9d17ca30217d	233590284;236814268				UWGS-RW		2013-05-25	2020-05-26
ERR268072	ERX242568	SAMEA1688801	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	23	1104	fa60c2a3cad4db277395807eeec73601;9ac8b4bdb1877ff980d01e551bf7e9d3	988;897	3952937b2636aa9ec41f1d7d4bdce2ae	14749	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
ERR271549	ERX245776	SAMEA1886795	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	4656736	931347200	6a85e21effe61493f4b718abdb38462a;579182576e1adbb429a2df914383bb8d	405308889;413166944	a219749f84e78aa8d823dc6b07a58fff	824842739	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR271552	ERX245779	SAMEA1886802	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	8958223	1791644600	6fdc3fe76f2cb7846287a2bd62aeea81;c198806919214e2aaba4b3dc22b749ac	784490901;804950271	7454953ec84da4568637678fa03bd74b	1564223918	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268315	ERX242649	SAMEA1906671	PRJEB1891	ERP002565	ERA211549	3329	Picea abies	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	4642244	937733288	0c664624993e5c1305836a596f226f6b;b274a71cad9c0232135c4c8e0eb94783	380350862;373924690	2a2845cf12002a451a1a6a4c380cd6b1;d30673acdbeaea8766a6389e15bcbb0b	366802006;360368447	FASTQ;FASTQ	Umea Plant Science Centre;UPSC		2013-05-21	2018-11-16
SRR822819	SRX262499	SAMN01999416	PRJNA196490	SRP020629	SRA072536	447135	Myodes glareolus	OTHER	GENOMIC	Reduced Representation	ILLUMINA	Illumina HiSeq 2000	2576169	164874816	bfec4cb874318b37aa5c8511c798a070	137874336				University of Bern		2013-05-27	2019-11-28
ERR271555	ERX245782	SAMEA1886793	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	11374226	2274845200	a09c672954477ed25d1d3045e6b4ec8c;c5c6c2e560b788dddfdcd68fd7cdfff7	994092787;1019200819	50ff10facc4d24b19603f569774e118f	1969199978	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR271558	ERX245785	SAMEA1886788	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	7532875	1506575000	52b6efc16bbcb06fd23474ed4366cc2c;9ca457213553f55c73abd7f8c58ceb92	654121666;669762355	487b6a3f478e578a1bd923d830ae1f6f	1314154706	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
SRR850127	SRX277284	SAMN02142116	PRJNA176266	SRP018046	SRA059134	6239	Caenorhabditis elegans	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	160894	32178800	a3c702d28ecd08d8f6aa3f9331142cd4;4859555252380665eb1bdb80487bcd0a	13666963;13593492				UWGS-RW		2013-05-25	2020-05-26
ERR268076	ERX242572	SAMEA1688749	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	212342	10192416	ade667ae45a7767c506d7a78fd70ad9b;a52b4aee5d4c4eca3435aa8a00229e7b	5854602;5194208	32ef063790e267903d0d0a05ab4304a9	14020251	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
ERR268326	ERX242650	SAMEA1906671	PRJEB1891	ERP002565	ERA211549	3329	Picea abies	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	11866166	2396965532	3d83b16a03c871ef206f881e9085a237;f0d570d7093dd7b95f268e1ad0402c74	977853896;967385434	2d71127febae20cffa1c57777cb9bc23;3760ead13cd0e8f5d0077b667aa36a58	942499544;932208552	FASTQ;FASTQ	Umea Plant Science Centre;UPSC		2013-05-21	2018-11-16
ERR271583	ERX245810	SAMEA1886783	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	6319838	1263967600	51583d088d3833d73d4085911e09e9ca;804494e2bc80514e1530083631ced09d	543143263;566840879	0dbe0c57a6381846336c49b8b9047b7c	1127962667	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
SRR822821	SRX262501	SAMN01999418	PRJNA196490	SRP020629	SRA072536	447135	Myodes glareolus	OTHER	GENOMIC	Reduced Representation	ILLUMINA	Illumina HiSeq 2000	2054599	131494336	b111714b4535fe112090908e42b2f6e2	111466219				University of Bern		2013-05-27	2019-10-15
ERR271588	ERX245815	SAMEA1886787	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	5935912	1187182400	e0899dd075d29952ebd76127305bc375;563fe24d11bd3f8e4e9318dae9e79c26	506516642;527135447	79514c29b230effde03e6ea01d19331b	1038728171	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268089	ERX242585	SAMEA1688771	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	136208	6537984	e57787b81f84faec8a73761530ffe7f1;eb0b1d9207aef496091c172104e071c6	3609248;3149891	8dddaf7f1d50618c5bfce39d76c1602f	8751085	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
ERR268329	ERX242650	SAMEA1906671	PRJEB1891	ERP002565	ERA211549	3329	Picea abies	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	11168611	2256059422	0361d2a46b2ebf02a62240fef409a218;872958aded8b70fc04b2b7bd833e4b42	912571947;895339546	c85cd1e60894099787c90146f57c6b78;778ad145040aecb029c9708635bd885d	879072660;861779805	FASTQ;FASTQ	Umea Plant Science Centre;UPSC		2013-05-21	2018-11-16
ERR271593	ERX245820	SAMEA1886816	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	11072898	2214579600	0f6e3146f3d0eb2c4839d04b07b5d218;074dad78828ceeb3421c23e7ada90502	945029570;981324479	21d37636981736f9eba4fcd44600ebd3	1886985911	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
SRR850174	SRX277327	SAMN02298841	PRJNA214011	SRP028741	SRA075953	41427	Anopheles atroparvus	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	56879078	11489573756	31125e1f23957320701c8935b59dfb57;cc15ea1bdd83e367c3b59733a07a2a3d	4546034211;4488888359				BI		2013-05-26	2020-05-26
ERR271598	ERX245825	SAMEA1886815	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	5556441	1111288200	d6833df27797647d097d5163dacb66b8;ca5d1fe0fbd387e8bcf8b3c585682420	474729173;494961118	41a9a7130d07fe08c6dfc60ef83b7acb	993585810	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268092	ERX242588	SAMEA1688813	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	7	336	14242631a916e22f41022b2b3ee65ba4;84ca8f8449b75478694fb6936c544d87	335;324	e509829a994e4ea0bbcdcc26b67772ee	12143	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
ERR271601	ERX245828	SAMEA1886792	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	4852989	970597800	e0e5c2b4bde09aaa7912c855c4ce4c6d;b8359984febf9d25a60e49424bce39f7	412968328;430045757	dc8f25da6e83f051fc052c7ba0216e7b	867998255	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268342	ERX242650	SAMEA1906671	PRJEB1891	ERP002565	ERA211549	3329	Picea abies	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	32400438	6544888476	752e81b187649f9f29b6643d32665975;c5ecb4c0793541bc84fff3f6c8294ba2	2905014587;2919747510	64c33896233fec28f2d40d89a7790eaa;005b2e65b2cfb57477b9969c830413c6	2812501448;2829490594	FASTQ;FASTQ	Umea Plant Science Centre;UPSC		2013-05-21	2018-11-16
SRR822828	SRX262508	SAMN01999425	PRJNA196490	SRP020629	SRA072536	447135	Myodes glareolus	OTHER	GENOMIC	Reduced Representation	ILLUMINA	Illumina HiSeq 2000	2170768	138929152	fe4fd8a66d1116b309754591873e1e73	115835435				University of Bern		2013-05-27	2019-11-28
ERR271604	ERX245831	SAMEA1886799	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	6448542	1289708400	9cad687c3125221b41827dd0a6e89428;74cf2db56424ee3b1ad583705c97b6da	565365786;601624854	1120a9e89d594dad0ae1bb498193b2ee	1191321045	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268094	ERX242590	SAMEA1688785	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	5	240	85c6b440891e005f4c3bbd4b77a3ec7c;036a6283746b95afecc59edcfd629c1d	287;258	4523dde49ee6f3c8cb3d94d903b1c83d	11952	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
ERR271605	ERX245832	SAMEA1886777	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	4322523	864504600	366282055334b6119e5b1ea070e252a1;f4418b68766819dae707f25c574e5581	376202458;399620983	7d823e67868e29efa6c08df89f6f0461	799315081	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR268355	ERX242651	SAMEA1906671	PRJEB1891	ERP002565	ERA211549	3329	Picea abies	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	120137287	24218900602	39de25bb014a38198e569bd2b5ef32ee;3720f9325570cdb12373f6b4f8c4225d	10861537994;10502969839	1df035dacfb534011bb58055b79c5999	20362764289	FASTQ	Umea Plant Science Centre;UPSC		2013-05-21	2018-11-16
SRR850176	SRX277328	SAMN02298838	PRJNA214004	SRP028740	SRA075954	74869	Anopheles maculatus	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	50133581	10126983362	7e9286bb1c164fce37a07f05d6b73292;393795e5625c53c846b1511722594ed6	4026350273;3951137637				BI		2013-05-26	2020-05-26
ERR271613	ERX245840	SAMEA1886814	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	7572333	1514466600	0bc6c382c75eaf3b5667e4664c6cd5df;6616f88f4ce6aa18eb60b38f61008d30	652478905;693422938	b6c5a3ab8691e117416d5ceb0c54e34d	1392568505	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
ERR271617	ERX245844	SAMEA1886816	PRJEB1886	ERP002560	ERA211707	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	11055234	2211046800	d792354e7c7431ab568c95ffad08aed0;7a1ce9ce4d9339a41954840a67b19294	959875347;1015078377	75153dca432279bbd321bac9b2750640	1938314049	BAM	Wellcome Sanger Institute;SC		2013-05-07	2018-11-16
SRR822832	SRX262512	SAMN01999429	PRJNA196490	SRP020629	SRA072536	447135	Myodes glareolus	OTHER	GENOMIC	Reduced Representation	ILLUMINA	Illumina HiSeq 2000	2049744	131183616	3acd9bddafdd0bc4c99d9f063f62a61c	109408391				University of Bern		2013-05-27	2019-10-18
ERR268099	ERX242595	SAMEA1688764	PRJEB2804	ERP001094	ERA211457	5833	Plasmodium falciparum	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina MiSeq	153957	7389936	33a8eed47c8e3f5ce68873ffada87ecd;81586b2dda2e89849a11cb604d67692e	4175325;3553490	efa9314add3ae6c838af410acf2895fa	10112723	BAM	Wellcome Sanger Institute;SC		2013-05-02	2018-11-16
ERR268356	ERX242651	SAMEA1906671	PRJEB1891	ERP002565	ERA211549	3329	Picea abies	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	127745287	25765333204	50434ec9eaebafd20e4d9fc4805e4bf8;7adcd045ed0f80090990a990d7094c9d	11106850094;10648932431	b79d9602e22dc0a130c6cea7b82ab0e0	20657952143	FASTQ	Umea Plant Science Centre;UPSC		2013-05-21	2018-11-16
